
============================================================
📁 ARQUIVO: HAVOK_TV_-_ANDROMEDA_-__[Teste_04h]_-_Andromeda_[19-01-2026_21h06].m3u
📅 DATA: 19/01/2026 21:06
------------------------------------------------------------
ℹ️ BASE DE DADOS INICIADA: 441047 itens.

============================================================
📁 ARQUIVO: HAVOK_TV_-_ANDROMEDA_-__[Teste_04h]_-_Andromeda_[20-01-2026_17h32].m3u
📅 DATA: 20/01/2026 17:32
------------------------------------------------------------
🟢 ENTRARAM (10801):
   + [♦️FILMES |xXx ADULTOS] ALEXISTAESloppyBJFacialFoursome_s01_JonniDarkko_JovanJordan [Adulto]  | (1ª vez: 20/01/2026 17:32)
   - [Filmes | LEGENDADOS] O Dia da Invasão (2015) [L]  | (Visto em: 19/01/2026 21:06)
   - [Filmes | LEGENDADOS] O Dia do Casamento (2021) [L]  | (Visto em: 19/01/2026 21:06)
   - [Filmes | LEGENDADOS] O Dia em que o Esporte Parou (2021) [L]  | (Visto em: 19/01/2026 21:06)
   - [Filmes | LEGENDADOS] O Dia que Mudou o Mundo (2021) [L]  | (Visto em: 19/01/2026 21:06)
   - [Filmes | LEGENDADOS] O Diabo Vem à Noite (2023) [L]  | (Visto em: 19/01/2026 21:06)
   - [Filmes | LEGENDADOS] O Diabo no Tribunal (2023) [L]  | (Visto em: 19/01/2026 21:06)
   - [Filmes | LEGENDADOS] O Diabo que Você Conhece (2022) [L]  | (Visto em: 19/01/2026 21:06)
   - [Filmes | LEGENDADOS] O Diabólico Agente D.C. (1997) [L]  | (Visto em: 19/01/2026 21:06)
   - [Filmes | LEGENDADOS] O Direito de Viver (2021) [L]  | (Visto em: 19/01/2026 21:06)
   - [Filmes | LEGENDADOS] O Discurso do Rei (2010) [L]  | (Visto em: 19/01/2026 21:06)
   - [Filmes | LEGENDADOS] O Diário (2024) [L]  | (Visto em: 19/01/2026 21:06)
   - [Filmes | LEGENDADOS] O Diário Mágico (2018) [L]  | (Visto em: 19/01/2026 21:06)
   - [Filmes | LEGENDADOS] O Diário de Bridget Jones (2001) [L]  | (Visto em: 19/01/2026 21:06)
   - [Filmes | LEGENDADOS] O Dobro Mais Quinze (2020) [L]  | (Visto em: 19/01/2026 21:06)
   - [Filmes | LEGENDADOS] O Dragão Invencível (2019) [L]  | (Visto em: 19/01/2026 21:06)
   - [Filmes | LEGENDADOS] O Dublê (2024) [L]  | (Visto em: 19/01/2026 21:06)
   - [Filmes | LEGENDADOS] O Duelo (2024) [L]  | (Visto em: 19/01/2026 21:06)
   - [Filmes | LEGENDADOS] O Duque (2021) [L]  | (Visto em: 19/01/2026 21:06)
   - [Filmes | LEGENDADOS] O Efeito Mandela (2019) [L]  | (Visto em: 19/01/2026 21:06)
   - [Filmes | LEGENDADOS] O Elenco da Morte (2021) [L]  | (Visto em: 19/01/2026 21:06)
   - [Filmes | LEGENDADOS] O Elfo Construtor (2023) [L]  | (Visto em: 19/01/2026 21:06)
   - [Filmes | LEGENDADOS] O Empregado do Mês (2022) [L]  | (Visto em: 19/01/2026 21:06)
   - [Filmes | LEGENDADOS] O Encontro Mais Longo de Todos (2023) [L]  | (Visto em: 19/01/2026 21:06)
   - [Filmes | LEGENDADOS] O Engenheiro (2023) [L]  | (Visto em: 19/01/2026 21:06)
   - [Filmes | LEGENDADOS] O Enigma da Medusa (2019) [L]  | (Visto em: 19/01/2026 21:06)
   - [Filmes | LEGENDADOS] O Enigma do Portal (2024) [L]  | (Visto em: 19/01/2026 21:06)
   - [Filmes | LEGENDADOS] O Entregador (2024) [L]  | (Visto em: 19/01/2026 21:06)
   - [Filmes | LEGENDADOS] O Entregador da Noite (2023) [L]  | (Visto em: 19/01/2026 21:06)
   - [Filmes | LEGENDADOS] O Enviado (2004) [L]  | (Visto em: 19/01/2026 21:06)
   - [Filmes | LEGENDADOS] O Enviado Do Mal (2018) [L]  | (Visto em: 19/01/2026 21:06)
   - [Filmes | LEGENDADOS] O Enxame (2023) [L]  | (Visto em: 19/01/2026 21:06)
   - [Filmes | LEGENDADOS] O Escafandro e a Borboleta (2007) [L]  | (Visto em: 19/01/2026 21:06)
   - [Filmes | LEGENDADOS] O Espaços Entre Nós (2021) [L]  | (Visto em: 19/01/2026 21:06)
   - [Filmes | LEGENDADOS] O Especial (2020) [L]  | (Visto em: 19/01/2026 21:06)
   - [Filmes | LEGENDADOS] O Espião Inglês (2020) [L]  | (Visto em: 19/01/2026 21:06)
   - [Filmes | LEGENDADOS] O Espírito das Trevas (2022) [L]  | (Visto em: 19/01/2026 21:06)
   - [Filmes | LEGENDADOS] O Espírito do Natal (2022) [L]  | (Visto em: 19/01/2026 21:06)
   - [Filmes | LEGENDADOS] O Esquadrão Suicida (2021) [L]  | (Visto em: 19/01/2026 21:06)
   - [Filmes | LEGENDADOS] O Esquema Fenício (2025) [L]  | (Visto em: 19/01/2026 21:06)
   - [Filmes | LEGENDADOS] O Estado Selvagem (2020) [L]  | (Visto em: 19/01/2026 21:06)
   - [Filmes | LEGENDADOS] O Estranho (1999) [L]  | (Visto em: 19/01/2026 21:06)
   - [Filmes | LEGENDADOS] O Estranho Caso do Fantasma Claustrofóbico (2023) [L]  | (Visto em: 19/01/2026 21:06)
   - [Filmes | LEGENDADOS] O Estranho Sem Nome (1973) [L]  | (Visto em: 19/01/2026 21:06)
   - [Filmes | LEGENDADOS] O Estranho em Minha Casa (2025) [L]  | (Visto em: 19/01/2026 21:06)
   - [Filmes | LEGENDADOS] O Estuprador (1995) [L]  | (Visto em: 19/01/2026 21:06)
   - [Filmes | LEGENDADOS] O Exorcismo (2024) [L]  | (Visto em: 19/01/2026 21:06)
   - [Filmes | LEGENDADOS] O Exorcismo do Demônio (2020) [L]  | (Visto em: 19/01/2026 21:06)
   - [Filmes | LEGENDADOS] O Exorcista do Papa (2023) [L]  | (Visto em: 19/01/2026 21:06)
   - [Filmes | LEGENDADOS] O Exorcista: O Devoto (2023) [L]  | (Visto em: 19/01/2026 21:06)
   - [Filmes | LEGENDADOS] O Experimento Arco-íris (2018) [L]  | (Visto em: 19/01/2026 21:06)
   - [Filmes | LEGENDADOS] O Experimento de Milgram (2015) [L]  | (Visto em: 19/01/2026 21:06)
   - [Filmes | LEGENDADOS] O Exterminador do Futuro: Destino Sombrio (2019) [L]  | (Visto em: 19/01/2026 21:06)
   - [Filmes | LEGENDADOS] O Fabricante de Lágrimas (2024) [L]  | (Visto em: 19/01/2026 21:06)
   - [Filmes | LEGENDADOS] O Faixa Preta (2022) [L]  | (Visto em: 19/01/2026 21:06)
   - [Filmes | LEGENDADOS] O Falcão Manteiga de Amendoim (2019) [L]  | (Visto em: 19/01/2026 21:06)
   - [Filmes | LEGENDADOS] O Falsificador (2022) [L]  | (Visto em: 19/01/2026 21:06)
   - [Filmes | LEGENDADOS] O Fantasma Vermelho (2021) [L]  | (Visto em: 19/01/2026 21:06)
   - [Filmes | LEGENDADOS] O Fantasma do Teatro (2020) [L]  | (Visto em: 19/01/2026 21:06)
   - [Filmes | LEGENDADOS] O Fantástico Halloween do Tubacão (2021) [L]  | (Visto em: 19/01/2026 21:06)
   - [Filmes | LEGENDADOS] O Fantástico Mundo de Blaze (2022) [L]  | (Visto em: 19/01/2026 21:06)
   - [Filmes | LEGENDADOS] O Feitiço (2022) [L]  | (Visto em: 19/01/2026 21:06)
   - [Filmes | LEGENDADOS] O Festival dos Trovadores (2022) [L]  | (Visto em: 19/01/2026 21:06)
   - [Filmes | LEGENDADOS] O Filho da Noiva (2001) [L]  | (Visto em: 19/01/2026 21:06)
   - [Filmes | LEGENDADOS] O Filho de Deus (2014) [L]  | (Visto em: 19/01/2026 21:06)
   - [Filmes | LEGENDADOS] O Filme de Ranjith (2023) [L]  | (Visto em: 19/01/2026 21:06)
   - [Filmes | LEGENDADOS] O Fim da Lealdade (2023) [L]  | (Visto em: 19/01/2026 21:06)
   - [Filmes | LEGENDADOS] O Fio Invisível (2021) [L]  | (Visto em: 19/01/2026 21:06)
   - [Filmes | LEGENDADOS] O Fogo Interior (2024) [L]  | (Visto em: 19/01/2026 21:06)
   - [Filmes | LEGENDADOS] O Fora da Lei (2021) [L]  | (Visto em: 19/01/2026 21:06)
   - [Filmes | LEGENDADOS] O Fora da Lei de Deus - William Tyndale (1986) [L]  | (Visto em: 19/01/2026 21:06)
   - [Filmes | LEGENDADOS] O Futebol ou Eu (2017) [L]  | (Visto em: 19/01/2026 21:06)
   - [Filmes | LEGENDADOS] O Fôlego da Vida (2023) [L]  | (Visto em: 19/01/2026 21:06)
   - [Filmes | LEGENDADOS] O Galinho Chicken Little (2005) [L]  | (Visto em: 19/01/2026 21:06)
   - [Filmes | LEGENDADOS] O Garoto Problema (2023) [L]  | (Visto em: 19/01/2026 21:06)
   - [Filmes | LEGENDADOS] O Garoto de Vidro (2020) [L]  | (Visto em: 19/01/2026 21:06)
   - [Filmes | LEGENDADOS] O Garoto do Leito 6 (2020) [L]  | (Visto em: 19/01/2026 21:06)
   - [Filmes | LEGENDADOS] O Golpe (2019) [L]  | (Visto em: 19/01/2026 21:06)
   - [Filmes | LEGENDADOS] O Golpe de Milhões (2022) [L]  | (Visto em: 19/01/2026 21:06)
   - [Filmes | LEGENDADOS] O Golpista do Tinder (2022) [L]  | (Visto em: 19/01/2026 21:06)
   - [Filmes | LEGENDADOS] O Gosto da Vingança (2005) [L]  | (Visto em: 19/01/2026 21:06)
   - [Filmes | LEGENDADOS] O Grande Assaltante (2023) [L]  | (Visto em: 19/01/2026 21:06)
   - [Filmes | LEGENDADOS] O Grande Golpe (2012) [L]  | (Visto em: 19/01/2026 21:06)
   - [Filmes | LEGENDADOS] O Grande Golpe do Leste (2024) [L]  | (Visto em: 19/01/2026 21:06)
   - [Filmes | LEGENDADOS] O Grande Ivan (2020) [L]  | (Visto em: 19/01/2026 21:06)
   - [Filmes | LEGENDADOS] O Grande Mauricinho (2022) [L]  | (Visto em: 19/01/2026 21:06)
   - [Filmes | LEGENDADOS] O Grande Tsunami (2021) [L]  | (Visto em: 19/01/2026 21:06)
   - [Filmes | LEGENDADOS] O Grinch (2018) [L]  | (Visto em: 19/01/2026 21:06)
   - [Filmes | LEGENDADOS] O Grito (2019) [L]  | (Visto em: 19/01/2026 21:06)
   - [Filmes | LEGENDADOS] O Grupo (2022) [L]  | (Visto em: 19/01/2026 21:06)
   - [Filmes | LEGENDADOS] O Guarda-Costas (1992) [L]  | (Visto em: 19/01/2026 21:06)
   - [Filmes | LEGENDADOS] O Guardião dos Mundos (2018) [L]  | (Visto em: 19/01/2026 21:06)
   - [Filmes | LEGENDADOS] O Guerreiro Desconhecido (2020) [L]  | (Visto em: 19/01/2026 21:06)
   - [Filmes | LEGENDADOS] O Gângster (2007) [L]  | (Visto em: 19/01/2026 21:06)
   - [Filmes | LEGENDADOS] O Gênio e o Louco (2019) [L]  | (Visto em: 19/01/2026 21:06)
   - [Filmes | LEGENDADOS] O Gênio e o Monstro (2018) [L]  | (Visto em: 19/01/2026 21:06)
   - [Filmes | LEGENDADOS] O Herói do Holocausto (2023) [L]  | (Visto em: 19/01/2026 21:06)
   - [Filmes | LEGENDADOS] O Hobbit: A Batalha dos Cinco Exércitos (2014) [L]  | (Visto em: 19/01/2026 21:06)
   - [Filmes | LEGENDADOS] O Hobbit: A Desolação de Smaug (2013) [L]  | (Visto em: 19/01/2026 21:06)
   - [Filmes | LEGENDADOS] O Hobbit: Uma Jornada Inesperada (2012) [L]  | (Visto em: 19/01/2026 21:06)
   - [Filmes | LEGENDADOS] O Homem Ideal (2021) [L]  | (Visto em: 19/01/2026 21:06)
   - [Filmes | LEGENDADOS] O Homem Invisível (2020) [L]  | (Visto em: 19/01/2026 21:06)
   - [Filmes | LEGENDADOS] O Homem Que Não Se Calou (2025) [L]  | (Visto em: 19/01/2026 21:06)
   - [Filmes | LEGENDADOS] O Homem Sem Medo (2022) [L]  | (Visto em: 19/01/2026 21:06)
   - [Filmes | LEGENDADOS] O Homem com as Respostas (2021) [L]  | (Visto em: 19/01/2026 21:06)
   - [Filmes | LEGENDADOS] O Homem da Cabana (2022) [L]  | (Visto em: 19/01/2026 21:06)
   - [Filmes | LEGENDADOS] O Homem da Terra (2007) [L]  | (Visto em: 19/01/2026 21:06)
   - [Filmes | LEGENDADOS] O Homem de Argila (2024) [L]  | (Visto em: 19/01/2026 21:06)
   - [Filmes | LEGENDADOS] O Homem de Branco (2022) [L]  | (Visto em: 19/01/2026 21:06)
   - [Filmes | LEGENDADOS] O Homem de Lugar Nenhum (2023) [L]  | (Visto em: 19/01/2026 21:06)
   - [Filmes | LEGENDADOS] O Homem de Toronto (2022) [L]  | (Visto em: 19/01/2026 21:06)
   - [Filmes | LEGENDADOS] O Homem do Norte (2022) [L]  | (Visto em: 19/01/2026 21:06)
   - [Filmes | LEGENDADOS] O Homem do Presidente (2000) [L]  | (Visto em: 19/01/2026 21:06)
   - [Filmes | LEGENDADOS] O Homem do Saco (2024) [L]  | (Visto em: 19/01/2026 21:06)
   - [Filmes | LEGENDADOS] O Homem dos Sonhos (2023) [L]  | (Visto em: 19/01/2026 21:06)
   - [Filmes | LEGENDADOS] O Homem nas Trevas 2 (2021) [L]  | (Visto em: 19/01/2026 21:06)
   - [Filmes | LEGENDADOS] O Homem no Meu Porão (2025) [L]  | (Visto em: 19/01/2026 21:06)
   - [Filmes | LEGENDADOS] O Homem que Amava Discos Voadores (2024) [L]  | (Visto em: 19/01/2026 21:06)
   - [Filmes | LEGENDADOS] O Homem que Quer Viver para Sempre (2025) [L]  | (Visto em: 19/01/2026 21:06)
   - [Filmes | LEGENDADOS] O Homem que Vendeu Sua Pele (2021) [L]  | (Visto em: 19/01/2026 21:06)
   - [Filmes | LEGENDADOS] O Homem Água (2020) [L]  | (Visto em: 19/01/2026 21:06)
   - [Filmes | LEGENDADOS] O Homem-Cão (2025) [L]  | (Visto em: 19/01/2026 21:06)
   - [Filmes | LEGENDADOS] O Horla (2023) [L]  | (Visto em: 19/01/2026 21:06)
   - [Filmes | LEGENDADOS] O Horror na Casa Amityville [L]  | (Visto em: 19/01/2026 21:06)
   - [Filmes | LEGENDADOS] O Iluminado (1980) [L]  | (Visto em: 19/01/2026 21:06)
   - [Filmes | LEGENDADOS] O Imaginário (2023) [L]  | (Visto em: 19/01/2026 21:06)
   - [Filmes | LEGENDADOS] O Impostor (2022) [L]  | (Visto em: 19/01/2026 21:06)
   - [Filmes | LEGENDADOS] O Império dos Sentidos (1976) [L]  | (Visto em: 19/01/2026 21:06)
   - [Filmes | LEGENDADOS] O Incrível Sr. Blunden (2021) [L]  | (Visto em: 19/01/2026 21:06)
   - [Filmes | LEGENDADOS] O Inesperado Acontece (2022) [L]  | (Visto em: 19/01/2026 21:06)
   - [Filmes | LEGENDADOS] O Inferno de Gabriel - Parte 2 (2020) [L]  | (Visto em: 19/01/2026 21:06)
   - [Filmes | LEGENDADOS] O Infiltrado (2021) [L]  | (Visto em: 19/01/2026 21:06)
   - [Filmes | LEGENDADOS] O Inimigo Está Por Perto (2023) [L]  | (Visto em: 19/01/2026 21:06)
   - [Filmes | LEGENDADOS] O Instituto (2017) [L]  | (Visto em: 19/01/2026 21:06)
   - [Filmes | LEGENDADOS] O Interrogatório (2020) [L]  | (Visto em: 19/01/2026 21:06)
   - [Filmes | LEGENDADOS] O Início do Mundo de Greg: Um Filme Original (2023) [L]  | (Visto em: 19/01/2026 21:06)
   - [Filmes | LEGENDADOS] O Jantar Está Servido (2020) [L]  | (Visto em: 19/01/2026 21:06)
   - [Filmes | LEGENDADOS] O Jardim Secreto (2020) [L]  | (Visto em: 19/01/2026 21:06)
   - [Filmes | LEGENDADOS] O Jardim da Fé (2021) [L]  | (Visto em: 19/01/2026 21:06)
   - [Filmes | LEGENDADOS] O Jardim de Isabel (2024) [L]  | (Visto em: 19/01/2026 21:06)
   - [Filmes | LEGENDADOS] O Jardim dos Esquecidos (2014) [L]  | (Visto em: 19/01/2026 21:06)
   - [Filmes | LEGENDADOS] O Jogo da Espionagem (2022) [L]  | (Visto em: 19/01/2026 21:06)
   - [Filmes | LEGENDADOS] O Jogo da Garrafa (2024) [L]  | (Visto em: 19/01/2026 21:06)
   - [Filmes | LEGENDADOS] O Jogo da Invocação (2023) [L]  | (Visto em: 19/01/2026 21:06)
   - [Filmes | LEGENDADOS] O Jogo da Rainha (2024) [L]  | (Visto em: 19/01/2026 21:06)
   - [Filmes | LEGENDADOS] O Jogo de Amor – "Odio" (2021) [L]  | (Visto em: 19/01/2026 21:06)
   - [Filmes | LEGENDADOS] O Jogo do Assassino (2024) [L]  | (Visto em: 19/01/2026 21:06)
   - [Filmes | LEGENDADOS] O Jogo do Bunker (2022) [L]  | (Visto em: 19/01/2026 21:06)
   - [Filmes | LEGENDADOS] O Jogo do Disfarce (2023) [L]  | (Visto em: 19/01/2026 21:06)
   - [Filmes | LEGENDADOS] O Jogo do Elevador (2023) [L]  | (Visto em: 19/01/2026 21:06)
   - [Filmes | LEGENDADOS] O Jogo do Medo (2022) [L]  | (Visto em: 19/01/2026 21:06)
   - [Filmes | LEGENDADOS] O Jovem Viking (2018) [L]  | (Visto em: 19/01/2026 21:06)
   - [Filmes | LEGENDADOS] O Júri (2003) [L]  | (Visto em: 19/01/2026 21:06)
   - [Filmes | LEGENDADOS] O Labirinto (2019) [L]  | (Visto em: 19/01/2026 21:06)
   - [Filmes | LEGENDADOS] O Labirinto do Fauno (2006) [L]  | (Visto em: 19/01/2026 21:06)
   - [Filmes | LEGENDADOS] O Lado Simples da Vida (2021) [L]  | (Visto em: 19/01/2026 21:06)
   - [Filmes | LEGENDADOS] O Lago do Ganso Selvagem (2019) [L]  | (Visto em: 19/01/2026 21:06)
   - [Filmes | LEGENDADOS] O Legado (2020) [L]  | (Visto em: 19/01/2026 21:06)
   - [Filmes | LEGENDADOS] O Legionário (2020) [L]  | (Visto em: 19/01/2026 21:06)
   - [Filmes | LEGENDADOS] O Limite do Prazer (2023) [L]  | (Visto em: 19/01/2026 21:06)
   - [Filmes | LEGENDADOS] O Livro Do Amor (2022) [L]  | (Visto em: 19/01/2026 21:06)
   - [Filmes | LEGENDADOS] O Livro de Clarence (2024) [L]  | (Visto em: 19/01/2026 21:06)
   - [Filmes | LEGENDADOS] O Livro do Demônio (2022) [L]  | (Visto em: 19/01/2026 21:06)
   - [Filmes | LEGENDADOS] O Livro dos Sonhos (2023) [L]  | (Visto em: 19/01/2026 21:06)
   - [Filmes | LEGENDADOS] O Lobo Solitário (2021) [L]  | (Visto em: 19/01/2026 21:06)
   - [Filmes | LEGENDADOS] O Lobo de Snow Hollow (2020) [L]  | (Visto em: 19/01/2026 21:06)
   - [Filmes | LEGENDADOS] O Longo Jogo (2024) [L]  | (Visto em: 19/01/2026 21:06)
   - [Filmes | LEGENDADOS] O Lugar da Esperança (2020) [L]  | (Visto em: 19/01/2026 21:06)
   - [Filmes | LEGENDADOS] O Lutador (2006) [L]  | (Visto em: 19/01/2026 21:06)
   - [Filmes | LEGENDADOS] O Lutador De Auschwitz (2021) [L]  | (Visto em: 19/01/2026 21:06)
   - [Filmes | LEGENDADOS] O Macaco (2025) [L]  | (Visto em: 19/01/2026 21:06)
   - [Filmes | LEGENDADOS] O Magico Circo de Noel (2019) [L]  | (Visto em: 19/01/2026 21:06)
   - [Filmes | LEGENDADOS] O Maior Roubo de Arte da História (2023) [L]  | (Visto em: 19/01/2026 21:06)
   - [Filmes | LEGENDADOS] O Mais Simples É Complicar Tudo (2018) [L]  | (Visto em: 19/01/2026 21:06)
   - [Filmes | LEGENDADOS] O Mal Mora Aqui (2024) [L]  | (Visto em: 19/01/2026 21:06)
   - [Filmes | LEGENDADOS] O Mal Não Existe (2023) [L]  | (Visto em: 19/01/2026 21:06)
   - [Filmes | LEGENDADOS] O Mal que Nos Habita (2023) [L]  | (Visto em: 19/01/2026 21:06)
   - [Filmes | LEGENDADOS] O Malvado: Horror no Natal (2022) [L]  | (Visto em: 19/01/2026 21:06)
   - [Filmes | LEGENDADOS] O Mapa Que Me Leva Até Você (2025) [L]  | (Visto em: 19/01/2026 21:06)
   - [Filmes | LEGENDADOS] O Maquinista (2022) [L]  | (Visto em: 19/01/2026 21:06)
   - [Filmes | LEGENDADOS] O Maravilhoso Mágico de Oz - Parte 1 (2025) [L]  | (Visto em: 19/01/2026 21:06)
   - [Filmes | LEGENDADOS] O Mariachi (1993) [L]  | (Visto em: 19/01/2026 21:06)
   - [Filmes | LEGENDADOS] O Massacre da Família Manson (2019) [L]  | (Visto em: 19/01/2026 21:06)
   - [Filmes | LEGENDADOS] O Massacre da Maré Vermelha (2022) [L]  | (Visto em: 19/01/2026 21:06)
   - [Filmes | LEGENDADOS] O Massacre da Serra Elétrica: O Retorno de Leatherface (2022) [L]  | (Visto em: 19/01/2026 21:06)
   - [Filmes | LEGENDADOS] O Matador de Aluguel (2022) [L]  | (Visto em: 19/01/2026 21:06)
   - [Filmes | LEGENDADOS] O Matemático (2021) [L]  | (Visto em: 19/01/2026 21:06)
   - [Filmes | LEGENDADOS] O Mau Pastor (2024) [L]  | (Visto em: 19/01/2026 21:06)
   - [Filmes | LEGENDADOS] O Mauritano (2021) [L]  | (Visto em: 19/01/2026 21:06)
   - [Filmes | LEGENDADOS] O Melhor Amigo (2021) [L]  | (Visto em: 19/01/2026 21:06)
   - [Filmes | LEGENDADOS] O Melhor Espetáculo de Natal de Todos os Tempos (2024) [L]  | (Visto em: 19/01/2026 21:06)
   - [Filmes | LEGENDADOS] O Melhor Lugar da Terra (2023) [L]  | (Visto em: 19/01/2026 21:06)
   - [Filmes | LEGENDADOS] O Melhor Presente de Natal (2020) [L]  | (Visto em: 19/01/2026 21:06)
   - [Filmes | LEGENDADOS] O Melhor Torcedor do Mundo (2023) [L]  | (Visto em: 19/01/2026 21:06)
   - [Filmes | LEGENDADOS] O Melhor do Mundo (2023) [L]  | (Visto em: 19/01/2026 21:06)
   - [Filmes | LEGENDADOS] O Melhor. Natal. de Todos! (2023) [L]  | (Visto em: 19/01/2026 21:06)
   - [Filmes | LEGENDADOS] O Menino Atrás da Porta (2020) [L]  | (Visto em: 19/01/2026 21:06)
   - [Filmes | LEGENDADOS] O Menino de Asakusa (2021) [L]  | (Visto em: 19/01/2026 21:06)
   - [Filmes | LEGENDADOS] O Menino e a Garça (2023) [L]  | (Visto em: 19/01/2026 21:06)
   - [Filmes | LEGENDADOS] O Menino e a Guerra (2020) [L]  | (Visto em: 19/01/2026 21:06)
   - [Filmes | LEGENDADOS] O Mensageiro (2019) [L]  | (Visto em: 19/01/2026 21:06)
   - [Filmes | LEGENDADOS] O Mercenário (2020) [L]  | (Visto em: 19/01/2026 21:06)
   - [Filmes | LEGENDADOS] O Mesmo Dia com Você (2025) [L]  | (Visto em: 19/01/2026 21:06)
   - [Filmes | LEGENDADOS] O Mestre da Fumaça (2023) [L]  | (Visto em: 19/01/2026 21:06)
   - [Filmes | LEGENDADOS] O Mestre das Sombras (2022) [L]  | (Visto em: 19/01/2026 21:06)
   - [Filmes | LEGENDADOS] O Milagre de Tyson (2022) [L]  | (Visto em: 19/01/2026 21:06)
   - [Filmes | LEGENDADOS] O Missionário (2023) [L]  | (Visto em: 19/01/2026 21:06)
   - [Filmes | LEGENDADOS] O Misterioso Caso de Daria (2020) [L]  | (Visto em: 19/01/2026 21:06)
   - [Filmes | LEGENDADOS] O Misterioso Desaparecimento de Amelia Earhart (2024) [L]  | (Visto em: 19/01/2026 21:06)
   - [Filmes | LEGENDADOS] O Mistério da Casa do Lago (2022) [L]  | (Visto em: 19/01/2026 21:06)
   - [Filmes | LEGENDADOS] O Mistério da Floresta (2022) [L]  | (Visto em: 19/01/2026 21:06)
   - [Filmes | LEGENDADOS] O Mistério da Mansão Campton (2024) [L]  | (Visto em: 19/01/2026 21:06)
   - [Filmes | LEGENDADOS] O Mistério das Palavras Cruzadas: Enigma Mortal (2021) [L]  | (Visto em: 19/01/2026 21:06)
   - [Filmes | LEGENDADOS] O Mistério de Hailey Dean: 2+2 = Assassinato (2018) [L]  | (Visto em: 19/01/2026 21:06)
   - [Filmes | LEGENDADOS] O Mistério de Hailey Dean: Assassinato com Amor (2016) [L]  | (Visto em: 19/01/2026 21:06)
   - [Filmes | LEGENDADOS] O Mistério de Maya (2023) [L]  | (Visto em: 19/01/2026 21:06)
   - [Filmes | LEGENDADOS] O Mistério do Moinho (2023) [L]  | (Visto em: 19/01/2026 21:06)
   - [Filmes | LEGENDADOS] O Mistério do Penhasco (2022) [L]  | (Visto em: 19/01/2026 21:06)
   - [Filmes | LEGENDADOS] O Mistério do Vinhedo (2022) [L]  | (Visto em: 19/01/2026 21:06)
   - [Filmes | LEGENDADOS] O Mochileiro Kai: Herói ou Assassino? (2023) [L]  | (Visto em: 19/01/2026 21:06)
   - [Filmes | LEGENDADOS] O Monstro que vive em Mim (2023) [L]  | (Visto em: 19/01/2026 21:06)
   - [Filmes | LEGENDADOS] O Motorista de Aplicativo (2020) [L]  | (Visto em: 19/01/2026 21:06)
   - [Filmes | LEGENDADOS] O Mundo Depois de Nós (2023) [L]  | (Visto em: 19/01/2026 21:06)
   - [Filmes | LEGENDADOS] O Mundo Mágico de Andrew Bennett (2018) [L]  | (Visto em: 19/01/2026 21:06)
   - [Filmes | LEGENDADOS] O Mundo de Mia: A Esperança de Centopia (2022) [L]  | (Visto em: 19/01/2026 21:06)
   - [Filmes | LEGENDADOS] O Mundo dos Esquecidos (2021) [L]  | (Visto em: 19/01/2026 21:06)
   - [Filmes | LEGENDADOS] O Mundo dos Pequeninos (2010) [L]  | (Visto em: 19/01/2026 21:06)
   - [Filmes | LEGENDADOS] O Nascimento do Mal (2023) [L]  | (Visto em: 19/01/2026 21:06)
   - [Filmes | LEGENDADOS] O Natal Extraordinário de Zoey (2021) [L]  | (Visto em: 19/01/2026 21:06)
   - [Filmes | LEGENDADOS] O Natal de Costume (2023) [L]  | (Visto em: 19/01/2026 21:06)
   - [Filmes | LEGENDADOS] O Natal de James & Bob (2020) [L]  | (Visto em: 19/01/2026 21:06)
   - [Filmes | LEGENDADOS] O Natal do Pequeno Batman (2023) [L]  | (Visto em: 19/01/2026 21:06)
   - [Filmes | LEGENDADOS] O Natal dos Darlingtons (2020) [L]  | (Visto em: 19/01/2026 21:06)
   - [Filmes | LEGENDADOS] O Natal dos Liddle (2019) [L]  | (Visto em: 19/01/2026 21:06)
   - [Filmes | LEGENDADOS] O Natal dos Liddle: O Casamento (2020) [L]  | (Visto em: 19/01/2026 21:06)
   - [Filmes | LEGENDADOS] O Natal dos Mitchell (2020) [L]  | (Visto em: 19/01/2026 21:06)
   - [Filmes | LEGENDADOS] O Natal dos Mitchell 2: A Competição (2021) [L]  | (Visto em: 19/01/2026 21:06)
   - [Filmes | LEGENDADOS] O Ninho (2019) [L]  | (Visto em: 19/01/2026 21:06)
   - [Filmes | LEGENDADOS] O Nomade (2023) [L]  | (Visto em: 19/01/2026 21:06)
   - [Filmes | LEGENDADOS] O Nono Passageiro (2018) [L]  | (Visto em: 19/01/2026 21:06)
   - [Filmes | LEGENDADOS] O Olho e o Muro (2021) [L]  | (Visto em: 19/01/2026 21:06)
   - [Filmes | LEGENDADOS] O Orfanato (2018) [L]  | (Visto em: 19/01/2026 21:06)
   - [Filmes | LEGENDADOS] O Otário (2000) [L]  | (Visto em: 19/01/2026 21:06)
   - [Filmes | LEGENDADOS] O Ourives (2022) [L]  | (Visto em: 19/01/2026 21:06)
   - [Filmes | LEGENDADOS] O Pacto (2021) [L]  | (Visto em: 19/01/2026 21:06)
   - [Filmes | LEGENDADOS] O Pacto (2023) [L]  | (Visto em: 19/01/2026 21:06)
   - [Filmes | LEGENDADOS] O Padeiro (2023) [L]  | (Visto em: 19/01/2026 21:06)
